1.08464,-0.15675
0.828659,-0.107946
0.813681,-0.0183023
0.360211,-0.0658832
1.14682,0.315167
0.998054,0.115575
1.12394,0.0707653
1.21163,0.054591
1.49544,0.260472
1.10256,0.118503
1.00568,0.105788
1.11447,0.0599043
1.29462,0.164266
1.28843,0.146964
1.21445,0.020294
1.24393,0.0386833
1.00186,0.130321
0.709332,-0.150716
-0.0253937,-0.491262
1.14962,0.0290737
1.06343,-0.0875074
0.885765,-0.0922714
1.17151,0.188331
0.576799,-0.195968
1.14071,0.113102
0.820181,-0.128202
1.01918,-0.010225
0.747418,-0.252698
0.965799,-0.101874
1.19955,0.19828
0.660848,-0.210702
0.939915,-0.0788953
1.1543,0.0984206
0.779384,0.0203249
1.26033,0.0752691
0.391204,0.155511
1.0883,-0.0273306
1.31525,0.383347
0.864581,-0.00505045
0.54825,-0.229909
0.898116,-0.0438669
0.856916,-0.257202
1.15596,0.0476516
1.47656,0.335416
1.23396,0.667462
1.14062,0.13265
1.045,-0.0742772
1.34625,0.495018
1.16567,0.024826
0.862867,-0.0959013
0.729867,0.0938339
1.43545,0.311515
0.717694,-0.120675
1.04945,-0.0804555
1.1889,0.161937
0.973805,0.151688
0.99082,0.0661196
1.39943,0.474578
0.983534,-0.174948
1.44424,0.432004
1.02475,0.05953
1.0904,0.390364
1.01219,0.276741
1.11272,0.0351918
0.427874,-0.271366
0.356894,-0.299826
1.20086,0.111258
1.02463,0.0517744
1.01141,0.101305
0.69589,-0.234079
0.793524,-0.211876
1.19171,0.0317792
1.34538,0.345565
1.21119,0.492901
0.94678,-0.115083
1.17082,0.777087
0.331739,-0.294794
0.960866,-0.0487712
1.68575,0.517146
0.922373,0.0207909
1.41538,0.282298
1.27282,0.29743
0.732886,0.0298289
0.851528,-0.335837
1.43579,0.264132
0.995362,-0.230132
1.19094,0.0395332
0.881398,-0.0104705
0.551451,-0.300975
0.6085,-0.221452
1.19068,0.154113
1.08423,0.07641
0.503152,-0.305826
0.144948,-0.485966
0.998236,-0.00938418
0.945609,-0.146009
1.25112,0.0825356
0.918459,-0.25091
1.21928,0.0372587
1.29975,0.0488738
1.27377,0.156213
0.892972,0.0432347
1.10854,0.00377395
0.715684,-0.170168
0.632856,-0.110113
0.793752,-0.167994
1.16707,0.17708
1.28058,0.143884
1.30059,0.194593
0.927471,-0.077693
1.00049,0.149306
0.789841,0.313568
0.938745,-0.144851
1.28336,0.143395
1.83021,0.573818
1.07791,0.0659613
0.952461,-0.0421789
0.978913,-0.104592
1.0347,0.0374734
0.568327,-0.320756
1.19693,-0.00221252
1.10666,0.139361
-0.0468038,-0.486461
0.971897,-0.164998
1.17916,0.152991
1.15092,0.0101929
1.18016,0.141509
0.885362,0.162579
0.41534,-0.0684717
0.732454,0.196138
0.905695,0.142841
0.0684801,-0.347335
1.57338,0.340029
1.38543,0.411454
0.125154,-0.363241
1.14193,-0.00501215
1.45683,0.537522
1.31277,0.70265
1.55232,0.687182
0.823538,0.140016
0.874595,0.234058
0.409674,0.0114303
2.55117,0.863427
1.3073,-0.0966317
0.775494,-0.167133
0.388725,-0.244732
0.974569,-0.0737943
-0.120211,-0.51388
0.372971,0.375357
1.2198,0.157871
0.576877,0.0090212
1.10869,0.159608
0.577994,-0.251418
1.3894,0.435333
0.592886,0.119383
1.17939,-0.172255
0.55176,-0.0865327
1.30456,0.18063
0.635002,-0.905726
1.25322,-0.26688
1.37801,0.422076
0.880963,0.259546
1.13976,0.0884955
1.31288,0.390136
1.42535,0.228304
1.5825,0.622677
0.337808,-0.49527
1.64841,0.342854
1.63224,0.551281
1.25165,0.374015
1.92273,0.605857
0.446519,-0.236315
1.4065,0.700099
0.611294,-0.017542
1.08501,0.0492932
1.49541,0.469737
1.34398,0.538712
1.36111,0.38283
1.14762,-0.0791913
1.10217,0.171505
1.20586,-0.00496349
1.19714,0.0212975
0.907458,-0.0214315
0.813651,0.0347392
1.08968,-0.402771
1.08279,0.136933
1.67753,-0.0134476
1.14565,-0.0284944
0.985367,-0.410095
1.57628,0.356393
1.27508,0.0353095
1.10086,0.517086
-3.21118,-1.37805
-0.391395,-3.35058
-1.65344,-3.01444
-0.193403,-1.12598
-1.48349,-2.49713
-0.429633,-3.19152
-1.63143,-3.20033
-1.66356,-0.145848
-1.19079,-1.82411
-1.45112,-2.68992
-0.713315,-3.11299
-0.393562,-3.74307
-1.20366,-2.39154
-1.03461,-2.12469
-0.895377,-2.16403
-0.330138,-1.4863
-0.276368,-1.13884
-1.40896,-0.629882
-1.39686,-1.85799
0.179564,-0.99549
-0.246119,-1.81489
-1.56736,-3.21215
-1.24501,-3.00116
-1.05345,-0.881935
-0.38651,-1.78431
-0.0784289,-1.58479
0.151052,-3.72174
-0.282716,-1.20987
-1.64318,-2.82718
0.791898,-4.36904
-2.84086,-0.112897
-1.70392,-2.85303
