-0.133043,1.76821
0.15063,1.03868
0.0308158,1.79833
0.0649354,0.980449
-0.0253607,1.3858
0.382653,0.775081
-0.253268,0.96604
-0.250092,0.435722
0.389943,1.57586
-0.0179872,0.904103
-0.106279,1.65092
0.161455,1.01359
0.0263477,0.310706
0.00718533,0.935042
0.22675,2.54064
-0.371579,1.01527
-0.181928,0.633983
-0.0269557,2.26626
-0.0517253,0.955939
-0.21629,3.1069
-0.225451,2.24961
0.1505,1.66734
0.487994,0.410082
0.0196555,0.652893
-0.102276,0.89366
0.0403627,0.460387
-0.0988302,0.46812
0.177536,0.84203
-0.399362,1.2696
0.146738,1.68763
0.219355,0.657854
0.150837,0.829838
-0.190033,2.78096
-0.0414341,0.876645
-0.0304383,1.1274
-0.222245,2.04796
-0.0177061,2.06887
0.406222,0.861578
-0.245188,0.593665
-0.135007,1.75859
0.00480891,2.01891
-0.0126401,0.94865
0.378441,2.26377
-0.301611,1.57858
-0.03926,1.44492
0.145027,1.91642
-0.169008,2.93146
0.152812,1.01796
0.11605,2.4273
-0.306794,2.22888
-0.0813108,0.442723
-0.0307549,0.68696
-0.0133108,1.33362
-0.051101,0.833218
-0.202376,1.54991
-0.119546,0.501569
-0.0847104,0.908993
-0.169674,0.341814
0.0991212,3.05345
-0.120251,2.33294
-0.329354,0.846751
0.141569,0.275479
0.308096,2.67176
0.0362647,1.00817
0.250191,1.19981
-0.236394,0.326894
-0.334905,2.46598
0.15865,3.55369
0.0401329,0.478839
-0.129617,1.56481
0.22,0.694833
0.0775972,1.20099
-0.0328877,2.46197
0.413767,0.966177
0.312652,1.84869
-0.194909,1.00375
0.178967,0.7121
0.246645,0.298507
0.264766,0.450882
-0.163951,1.74101
0.221035,0.166704
-0.0149619,0.428981
-0.488322,1.65857
-0.0572866,2.65031
0.0654974,0.576333
0.0136449,1.28223
0.25166,2.75929
-0.143815,1.77967
0.47966,1.33732
0.0862019,0.505069
0.0745449,0.530317
0.0356259,0.858321
0.0475957,0.612098
0.330204,0.519544
-0.110012,0.234503
0.173028,1.30371
-0.0606084,0.507544
0.0285613,0.844318
0.13055,1.48538
0.0554911,2.01452
-0.376341,0.677214
-0.0145744,0.190732
0.361906,0.934977
-0.0291711,1.49871
0.0199737,1.58082
0.109339,0.445658
0.0783862,0.690726
-0.131278,1.82228
0.0755449,0.627764
