-16.262, 25.5283, 79.7012, -80.1557, -183.919, -74.1951, -180.874, 15.5243, 68.1136, -24.3399, 149.54, -128.767, -166.834, -63.3165, 29.6113, -27.5104, 29.2055, 16.1271, -38.2975, 24.3327, 9.6149, -1.77654, 215.587, 87.1128, 21.8062, 0.900958, 86.5868, 0.249007, 23.0938, -0.133555, -0.242006, -0.258186, 3.27571e-14
-6.57437, -22.3985, 391.974, -51.5815, -160.088, -132.666, -160.199, 221.704, 222.771, -22.9363, -60.9223, -228.507, 35.2851, 213.514, -35.1061, -10.678, -7.62732, 6.64235, 253.644, 294.315, 177.329, 286.677, 509.251, 476.992, 271.501, 166.496, 324.929, -0.000807887, -11.0058, -0.0902674, -0.206049, 0.462095, -8.34434e-14
6.82881, -16.2606, 28.2184, 18.636, 33.9889, 17.7999, 36.7393, 16.4221, -19.5503, -16.8149, -31.4975, 25.5783, 32.4991, 8.63712, -19.9151, 9.64644, -15.0037, -6.64055, 26.0401, 16.7508, 15.291, 38.8247, 6.44908, 24.8246, 9.60954, 8.70847, 20.2729, -0.228259, -16.4463, 0.118046, -0.235781, -0.632332, -3.18642e-15
40.0604, -29.4235, 8.2402, -14.2871, -38.1355, -29.5546, -40.9767, -5.60214, 11.8, 30.6672, 12.3572, -18.0796, -9.32575, 5.96316, -28.5374, 37.188, -33.2816, -39.517, -2.64484, -2.14773, -8.54138, 9.30288, 8.42213, 2.51122, -3.3976, -3.37068, 6.68834, 0.136242, 3.49495, -0.133019, -0.421211, 0.544443, -7.07328e-14
167.765, -79.9564, -343.465, 370.745, 288.714, 299.066, 304.195, -159.323, -139.933, 4.58493, -59.9423, -32.399, 36.4965, -77.5331, -70.8145, 196.014, -113.249, -167.801, -133.916, -330.404, -38.8187, -336.221, -302.651, -338.925, -306.422, -136.028, -271.625, -0.102123, 22.6268, 0.0523516, 0.108825, -0.15274, -2.30105e-13
39.8956, -40.3994, 22.9557, -24.969, -33.4936, -27.6673, -33.8079, 57.9577, 43.5743, -8.01136, 4.8727, -27.4307, -7.45169, 28.2235, -38.0742, 42.0963, -40.9033, -39.6567, 51.5469, 79.9727, 41.8648, 17.1424, 29.2574, 64.959, 73.5709, 38.551, 19.1762, 0.172133, -12.3443, -0.0516153, -0.21336, 0.387793, 8.94288e-15
227.239, -227.916, 33.3965, 128.035, 58.9092, -5.91505, 66.8834, 118.517, 74.2436, -67.9901, -146.326, -204.206, 113.014, 94.6918, -210.707, 235.058, -230.553, -227.167, 102.8, -99.2906, 272.931, 64.6667, -11.2763, 139.72, -16.4765, 75.2091, 5.18006, 0.113556, -78.4345, 0.336658, 0.255684, 0.183163, -5.90744e-13
179.552, -162.062, -16.2903, 36.3107, 16.2729, 58.592, 14.1013, 46.4502, 59.2677, 45.4236, 119.397, -35.4568, -129.242, -62.6108, -166.698, 188.613, -173.392, -179.893, -27.8013, 55.6061, 38.0619, -26.9918, -8.90086, 50.3408, 60.8062, 35.3598, -21.7947, -0.297256, -25.2931, -0.279075, -0.151087, 0.138753, 3.25149e-14
-17.9334, 35.8486, -6.29465, -43.8015, 0.0699974, -6.64875, -5.42849, -186.438, -145.828, 50.1646, -11.7636, 154.857, 26.7184, -73.2404, 29.4868, -22.7564, 30.3526, 18.1823, -139.718, -160.295, -196.051, 12.5807, -27.0517, -203.64, -174.023, -91.3525, 10.2132, 0.356006, 36.1779, -0.159815, -0.285303, -0.0870995, -6.31162e-14
-18.4399, 9.21639, -39.0795, 78.1644, 129.523, 93.2196, 126.932, -12.0865, -37.5827, 43.7186, -73.4615, 73.1719, 60.3267, 17.0179, 2.58386, -13.545, 8.08636, 18.7027, 14.1449, -7.37676, -16.5403, -21.3049, -67.5565, -25.7392, -15.2545, -4.93925, -31.9054, 0.0199014, -15.1644, 0.305936, 0.190874, -0.0810934, 1.77006e-14
32.4473, -55.1706, 62.1372, -44.298, -6.23554, -15.7683, -8.65391, 25.0301, -20.1079, -4.48046, 29.7042, 50.4927, -29.5058, -37.9299, -52.999, 31.1767, -48.985, -32.2835, 12.2948, 28.2072, 19.0904, 56.7307, 48.1446, 61.7217, 20.6979, 24.0834, 48.1477, -0.378046, -32.8552, 0.0972958, -0.290493, -0.186161, -9.0503e-15
5.3369, -20.9249, 95.4277, 59.1032, 131.067, 70.0766, 124.055, -36.5237, -76.7845, 69.0142, -81.1342, 127.843, 76.174, 2.1962, -40.1712, 14.4291, -21.1067, -5.07625, 0.258918, -27.1825, -43.3117, 104.859, 57.1392, 34.2142, -40.7203, -26.4357, 74.9676, -0.363897, -33.9709, 0.280511, 0.360068, 0.240232, 1.62169e-14
274.79, -285.306, 199.507, 90.3299, -29.7358, 14.536, -3.2217, -22.0381, -120.419, -148.684, 41.4711, -129.839, -56.0145, -140.65, -302.877, 305.705, -294.283, -274.806, -73.4155, -284.422, 147.651, 189.427, 198.132, 193.823, -237.95, -50.0632, 148.47, 0.0261912, -129.02, -0.0643009, -0.0826841, -0.128543, 5.76628e-14
60.6936, -16.7588, 168.3, -110.055, -134.245, -48.6687, -139.464, -291.238, -185.122, 39.3318, 80.4813, 116.67, -87.8125, -173.124, -22.0887, 69.3958, -26.1527, -60.926, -276.613, -286.101, -288.114, 97.4163, 272.215, -51.114, -298.679, -123.162, 157.994, -0.0589448, 34.8007, -0.083375, 0.322261, 0.057667, 7.20335e-14
-101.602, 68.3548, -400.115, -237.983, -260.363, -247.371, -269.299, 550.855, 443.09, -56.4332, 29.991, -241.969, -41.1727, 293.734, 116.388, -127.827, 86.3245, 101.659, 498.336, 792.898, 370.582, -424.185, -352.598, 107.184, 725.998, 325.203, -326.433, 0.115577, 23.5593, -0.0467114, 0.161986, 0.183842, 3.84271e-13
223.292, -211.659, 30.5703, 141.705, 45.5841, 111.078, 69.5723, -29.6734, -93.8364, -95.3373, 95.6793, -86.1598, -106.851, -157.01, -214.711, 243.71, -224.098, -223.051, -94.7373, -205.862, 83.1744, 15.8616, 47.5873, 49.1523, -181.593, -27.5652, 14.486, -0.345851, -72.1907, 0.0943946, -0.168286, -0.299334, -3.69368e-14
-0.162172, 0.0760005, -0.950626, 0.00517874, 0.61481, 0.677292, 0.0726188, 0.176744, 0.126452, 0.23473, -0.3061, 0.307232, 0.356842, -0.0781157, 0.085266, 0.350369, -0.170858, -0.269238, 0.59452, 0.592679, 0.143213, -0.765467, -1.00788, -0.416204, -0.0263471, 0.102552, -0.880875, 0.533223, -0.0187664, -0.165029, -0.158277, 0.168751, 1.06351e-16
55.1442, -69.2409, 181.021, 11.4118, -49.9474, -31.2596, -32.9326, -132.31, -149.683, -113.292, -7.07089, -51.8603, -3.75825, -119.573, -78.5152, 72.1382, -69.2138, -55.3041, -143.809, -340.484, 6.10116, 173.011, 183.776, 67.3636, -294.541, -112.26, 143.165, 0.316075, -61.9652, -0.157324, -0.207898, -0.0922548, 5.56726e-15
-303.543, 308.249, 459.924, -119.814, 36.7747, 43.6252, 6.32859, -544.427, -380.395, 281.813, -7.87908, 494.449, 31.2622, -190.948, 207.944, -323.981, 310.371, 303.681, -400.57, -397.068, -619.274, 456.348, 411.51, -143.336, -442.14, -206.286, 389.65, -0.242337, 114.86, -0.159917, -0.0102553, 0.181814, -2.92286e-14
64.2154, -29.7055, -37.5339, -83.459, -148.516, -27.107, -149.358, -66.3082, 24.3914, -10.75, 227.398, -51.3071, -234.092, -143.34, -31.4808, 45.4414, -37.8076, -64.0828, -143.52, -39.4494, -87.2674, -90.2909, 49.3626, -97.2915, -33.8655, -28.9206, -10.2683, 0.0626096, 38.2587, 0.59713, -0.00303531, -0.571859, -5.97437e-14
71.9864, -95.8386, 471.663, -56.2687, -115.871, -183.9, -108.741, -105.838, -126.555, -3.19461, -202.759, -38.8057, 206.077, 74.9606, -129.085, 101.927, -96.1362, -72.3891, 5.66148, -282.325, 19.8721, 481.34, 437.162, 369.314, -249.545, -22.3055, 369.962, -0.0438383, -79.4784, -0.196661, 0.085588, -0.079095, 1.83193e-13
