0.999991,-9.20407e-06
1.00002,1.74081e-05
1,1.90224e-08
1.00001,4.57464e-06
1.00004,1.66999e-05
1,-6.79266e-07
1,1.20261e-05
0.999978,-1.98023e-05
0.999998,-1.9741e-06
1,1.81817e-06
1,4.46796e-06
0.999998,-3.6889e-06
0.999989,-6.79618e-06
1.00002,2.03073e-05
0.999999,2.69693e-07
1,4.16274e-06
0.999971,-1.73593e-05
1,-1.86683e-06
1.00001,1.02447e-06
1,7.40583e-07
1.00001,1.9125e-06
1,3.25072e-06
0.999999,-1.43078e-06
1,3.28397e-06
1,-3.79311e-07
0.999999,-2.65961e-07
0.999981,-5.30582e-06
1.00001,2.85225e-06
1,-1.09306e-06
1,-1.0019e-06
1.00006,3.38395e-05
1,-1.8701e-06
1,3.40925e-06
1,1.49486e-06
1.00001,2.28865e-05
1.00005,3.88177e-05
1,7.61002e-07
1,5.15948e-06
1.00004,1.87726e-05
0.999999,-1.69311e-06
1.00002,1.86878e-05
1.00001,5.74022e-06
1,2.92353e-06
1,5.82718e-07
1.00008,4.50797e-05
0.999999,-1.16692e-06
0.999999,-3.57361e-06
0.99999,-2.0409e-05
1,1.05275e-06
0.999997,-5.52427e-06
1.00003,2.9392e-05
1,1.78831e-06
1,3.13788e-06
1.00003,1.80437e-05
1,2.41218e-07
1,8.76531e-06
0.999998,-2.31034e-06
0.999965,-2.19487e-05
0.999999,-1.91112e-06
1,-4.14071e-07
1,-1.2729e-06
0.999974,-1.35448e-05
1,-1.95678e-07
0.999998,-4.83233e-06
0.999999,-2.92199e-06
0.999999,-1.28723e-06
1,3.37472e-06
0.999941,-6.45788e-05
0.999997,-3.99483e-06
1.00001,3.30339e-06
0.999994,-1.02881e-05
0.999877,-9.51921e-05
1,3.61149e-06
1,5.75852e-06
0.999999,-3.05775e-06
1,3.15353e-06
0.999993,-1.2824e-05
0.999999,5.5317e-06
1,2.98734e-06
0.999999,-1.64439e-06
0.999993,-7.70194e-06
1.00002,8.2885e-06
0.999969,-2.6865e-05
0.999998,-1.10414e-05
0.999999,-2.52868e-06
1.00003,1.66991e-05
1.00002,1.20097e-05
0.999987,-1.50283e-05
1,6.77442e-06
1,2.9018e-06
0.999999,-2.00459e-06
1,5.30742e-06
1.00002,1.49417e-05
0.999978,-3.38415e-05
0.999998,-2.38213e-06
0.999996,-8.22065e-06
1,1.21391e-06
0.999976,-1.56747e-05
0.999973,-1.38798e-05
0.999997,-2.16796e-06
1.00009,5.52005e-05
1,-6.29801e-07
1,2.9848e-06
1,2.69408e-06
0.999942,-3.89596e-05
0.999983,-5.84533e-06
1.00004,2.64493e-05
0.999998,-3.88891e-06
0.999999,-1.93771e-07
1,2.67781e-06
1,1.63011e-06
1,-8.61903e-07
1,5.49291e-06
0.99996,-2.44809e-05
0.999999,-8.18449e-07
1,8.28633e-07
1,2.95327e-06
0.999999,-8.97451e-07
1.00001,1.53697e-05
1,3.83544e-06
1.00002,2.30052e-05
0.999998,-4.35029e-06
0.999929,-4.01545e-05
1,2.89647e-06
0.999999,-1.09641e-06
0.999931,-4.24081e-05
0.999998,-2.9535e-06
0.999999,-7.39598e-07
0.999993,-8.7619e-06
1,1.11578e-06
1,9.87303e-07
0.999998,-3.53104e-06
0.999999,-1.90276e-06
1.00002,1.89465e-05
0.999975,-3.3073e-05
1.00001,1.11151e-05
0.999899,-7.95403e-05
