-5.20428, -3.36869, -5.65316, -1.49949, -1.92133, -0.0898406, 1.97597, 5.82154, 5.00317, 0.325038, 0.399981, 1.33041, 2.06735, 7.99127
-2.22942, -4.0827, 0.209862, -0.715181, -0.295685, 0.000385282, 1.10852, 0.407623, 2.08297, -0.921684, 0.354243, 0.157284, 1.81124, 3.54768
-18.3954, -12.4094, 2.72689, 0.00672864, 2.06189, 3.45821, 14.8158, 11.1802, 6.20265, -2.00018, 1.39293, 5.48079, 3.69679, 14.698
-2.19992, -1.52175, -4.01666, -0.164359, -1.66656, -0.0655958, 0.749376, 2.5835, 2.56824, 1.38528, 0.703284, 0.282073, 1.13218, 5.57779
-16.8465, -16.5588, 11.0101, 21.6802, -5.50103, -21.6504, 8.93836, 22.2261, -7.03021, 4.52232, 1.75803, -0.284806, 6.3086, 6.51902
-3.83499, -1.90251, -2.90156, -1.0282, -1.34529, -0.0920714, 1.24241, 3.36314, 3.69352, 0.528767, 0.0162949, 1.65597, -0.193318, 7.0612
-11.9359, -7.00376, -6.6927, -1.56971, -3.82009, -0.29051, 2.88275, 14.9178, 9.33158, 2.15891, 2.06641, 4.38627, 2.35157, 19.6366
-5.69893, -5.15069, -1.17353, -0.254053, 0.163083, 2.2465, 4.25174, 5.87308, 4.23641, -1.76501, 0.969805, 1.94284, 2.10754, 6.41876
-8.57545, -6.34224, -7.21365, -1.93019, -3.31575, 0.197568, 2.39363, 11.0269, 7.58089, 1.83106, 0.814977, 2.67642, 2.46642, 14.4491
-5.85288, -4.4159, -3.85863, 0.64977, 1.2413, 0.371354, 3.53699, 5.75776, 4.06207, -0.517594, 0.129222, 1.98287, 1.91394, 7.5149
-14.9395, -14.1473, -5.65256, 16.1683, -4.30741, -28.9807, 9.12708, 23.5525, 5.58485, 11.5673, 2.53966, 0.725616, 3.24307, 25.422
-3.90005, -3.61753, -1.62754, 0.721657, 1.03161, 1.11217, 4.29191, 4.98008, 4.24683, -1.64002, 0.415625, 1.05285, 0.435117, 5.76264
-7.00487, -11.7003, 1.62395, -2.5454, -0.405184, 0.702511, 2.71896, 3.17422, 6.5525, -2.64247, 1.00048, 2.77958, 2.52744, 10.1519
-5.43597, -3.14216, -3.54297, 1.00412, 1.87694, 1.56573, 4.37389, 5.00617, 3.13128, -1.2343, 0.362065, 2.6779, 1.03668, 7.2861
-10.6303, -9.12056, 2.52571, 18.1031, -2.75697, -23.6737, 5.57969, 17.3789, -4.65332, 11.5802, 2.14518, -0.153341, 3.68941, 12.0542
-2.99168, -2.35638, -3.47734, 0.182222, -1.59573, 0.139515, 0.134631, 3.55549, 3.05907, 0.517152, 0.460906, 0.590861, 1.86358, 5.38427
-17.8217, -12.2329, 5.81291, -0.136846, 0.46759, 1.75458, 13.0514, 11.8225, 3.5599, -0.863935, 1.43666, 5.40327, 4.14666, 12.6399
-1.49528, -3.40139, 0.317094, -0.376724, -0.734944, 0.0564554, 1.24212, 0.311019, 2.46743, -1.70298, 0.378495, 0.359428, 1.11747, 3.12184
-14.8089, -10.8823, 5.01551, 1.61045, 1.74061, 6.38903, 12.9868, 11.995, 5.70691, -1.17032, 1.32738, 3.92953, 4.31463, 13.3554
-7.14248, -5.36083, -6.05621, -0.528447, -3.65464, -0.42292, 2.74396, 10.1343, 6.65162, 2.4676, 1.274, 1.55026, 1.9646, 13.0795
-9.08929, -5.8467, 1.00284, 2.20907, 3.01138, 3.33092, 8.31089, 5.81372, 3.44416, -1.85946, 0.384337, 2.65757, 1.75857, 7.941
-7.34901, -6.49351, 1.47923, 10.6504, -0.807909, -21.0119, 5.85774, 4.9719, -4.28596, 4.1626, 1.91325, -1.20547, 0.844797, 0.8848
-0.162179, -0.376681, 0.13244, -0.893897, -0.110918, 0.00826278, 0.896045, -0.0641021, -0.351333, -0.675436, -0.454508, 1.04007, -1.11806, -0.267479
-10.4693, -17.9202, 15.2295, -6.79617, 2.5624, 2.64995, 9.61973, -0.224393, 7.58224, -6.44641, 1.21343, 1.13548, 1.33603, 4.48261
-0.587176, 0.417899, -5.15698, -0.190936, -1.73139, 0.874928, -0.247794, 0.425845, 2.42779, 1.5452, 0.113159, -0.641167, 1.0098, 5.11769
-13.0932, -19.1017, 1.61751, -3.43637, -2.3258, 0.366415, 5.83044, 5.23549, 9.33246, -3.32563, 0.939466, 4.6944, 2.72185, 15.1279
-4.92459, -5.63347, -1.93234, 8.82005, -1.05124, -17.999, 5.34841, 5.29259, 0.98171, 4.9524, 1.45373, -0.315528, -0.2786, 6.47442
-9.12492, -4.45096, -7.38272, -2.38122, -3.07972, -0.0363736, 2.65976, 7.99067, 6.60043, 0.867604, 0.670666, 2.8907, 1.65613, 13.0101
-4.59802, -3.13379, -4.96515, -0.838452, -1.60903, -0.0232735, 0.82591, 4.13726, 3.05015, 1.31251, 0.990349, 1.58024, 1.01212, 7.41063
-4.06, -7.18328, 0.2837, 14.6287, 0.0885943, -40.3629, 11.8318, -2.07502, -5.9023, 2.71301, 2.10135, -4.92397, -7.39886, -14.1053
-18.5362, -9.79336, -12.3589, -2.44798, -6.01942, -1.16378, 4.96789, 16.1508, 10.8976, 4.60635, 1.95429, 6.51042, 2.11146, 25.4946
-0.0592001, -0.539817, -1.88988, 0.138081, -0.0678461, -2.02693, 0.520746, 0.169904, 2.45972, 0.544536, 0.946394, -0.38593, -0.428904, 2.39476
-8.37548, -8.00191, -5.78013, 5.59647, -0.744809, -13.5153, 4.75128, 10.9849, 5.04831, 5.98982, 1.16894, 1.03319, 1.61856, 14.6506
-6.95174, -10.5921, 1.49306, -1.5609, -0.50988, 0.41055, 1.78427, 4.29889, 6.13082, -1.84272, 0.498592, 1.92062, 2.1356, 9.09557
-12.5106, -19.4598, 1.70861, -3.26804, -1.90569, 0.658587, 5.19275, 4.40536, 10.2312, -3.70676, 1.11945, 4.12916, 3.2911, 15.6096
-10.5528, -9.62389, -3.86665, -1.75974, -2.99075, -0.622462, 4.44363, 10.4616, 7.5332, -0.845977, 1.66625, 2.88655, 1.16534, 13.3349
-0.78835, -1.44434, 0.0585742, 3.26322, 0.178238, -8.2705, 1.97613, -0.452404, -0.906463, 1.06939, 0.369797, -1.26952, -1.20339, -1.58247
0.161798, 2.21351, -5.71542, -1.45074, -1.19113, 3.98704, -2.18558, 0.272734, 2.74471, 2.32355, 0.455516, 0.76292, -0.3286, 5.27274
-9.21983, -7.09172, -5.65701, -2.58168, -2.44323, -0.887744, 4.73941, 10.1527, 5.24756, 1.00744, 1.15833, 3.50517, 2.70809, 14.2361
-2.27327, -0.610846, -1.68474, -0.33237, -0.477703, 0.11964, 0.0400896, 0.369036, 1.5962, 0.759017, 0.005163, 0.926814, 0.228682, 3.88291
